Name	ID	Transect	Topography	Elevation	Long	Lat	PPT_At	PPT_Sm	PPT_Sp	PPT_Wt	Tmax_At	Tmax_Sm	Tmax_Sp	Tmax_Wt	Tmin_At	Tmin_Sm	Tmin_Sp	Tmin_Wt	H_Index	PC1	Pg.03r201021s000001_527438_G	Pg.03r201021s000001_527441_C	Pg.03r201021s000001_527450_C	Pg.03r201021s000001_527476_G	Pg.03r201021s000001_527484_G	Pg.03r201021s000001_527580_T	Pg.03r201021s000001_527585_T	Pg.03r201021s000001_527769_A	Pg.03r201021s000001_527789_A	Pg.03r201021s000001_1243804_G	Pg.03r201021s000001_1243887_A	Pg.03r201021s000001_1243909_G	Pg.03r201021s000001_1243910_C	Pg.03r201021s000001_1243980_T	Pg.03r201021s000001_1243981_A	Pg.03r201021s000001_1244116_A	Pg.03r201021s000001_1244125_T	Pg.03r201021s000001_1244179_G	Pg.03r201021s000001_1244230_T	Pg.03r201021s000001_1244266_T	Pg.03r201021s000001_1244270_A	Pg.03r201021s000001_1244273_A	Pg.03r201021s000001_1244308_T	Pg.03r201021s000001_1244375_A	Pg.03r201021s000001_1244389_G	Pg.03r201021s000001_1244396_A	Pg.03r201021s000001_1244398_C	Pg.03r201021s000001_1814892_C	Pg.03r201021s000001_1814971_A	Pg.03r201021s000001_1814993_T	Pg.03r201021s000001_1814995_T
CAL_105502_P002_WE05	 7.1.14	7.Yates	S	High	-115.053825	51.038728	118	213	177	93	9.100000381	19.5	7.800000191	-3.599999905	-3.400000095	5.599999905	-4.800000191	-15.10000038	0.0617	-0.0680156	NA	NA	NA	NA	NA	NA	NA	2	2	1	1	0	1	1	1	NA	NA	0	1	NA	1	0	1	0	NA	NA	NA	2	0	0	NA
CAL_105502_P002_WE06	 1.1.14	4.Norquay	N	High	-115.586944	51.190178	81	127	89	70	7.400000095	18.39999962	6.599999905	-5	-4.5	4.599999905	-5.5	-16	0.0772	0.0423244	0	0	2	0	2	0	0	0	0	1	1	1	1	1	0	0	1	1	1	0	1	0	0	0	1	1	1	0	2	0	0
CAL_105502_P002_WE08	 4.2.2	6.Canmore	S	High	-115.329208	51.050556	98	183	144	88	7.800000191	18.29999924	6.5	-4.800000191	-4.400000095	4.800000191	-5.5	-16	0.121	-0.00620892	0	0	2	0	2	0	0	0	0	NA	2	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0
CAL_105502_P002_WE09	 4.1.10	6.Canmore	N	High	-115.329208	51.050556	98	183	144	88	7.800000191	18.29999924	6.5	-4.800000191	-4.400000095	4.800000191	-5.5	-16	0.121	0.0165149	0	0	NA	0	1	1	0	1	0	0	2	0	0	2	0	0	0	0	0	1	1	1	0	0	NA	NA	NA	0	2	0	0
CAL_105502_P002_WE10	 3.2.10	3.Bell	N	High	-116.024544	51.305969	158	182	118	187	5.699999809	17.60000038	6	-6	-5.099999905	4.199999809	-5.900000095	-17.10000038	0.548	0.0572705	0	0	0	NA	NA	NA	0	2	2	0	1	0	1	1	0	0	0	1	1	1	1	1	0	0	0	0	0	0	2	0	0
CAL_105502_P002_WE11	 1.2.10	4.Norquay	S	High	-115.586944	51.190178	81	127	89	70	7.400000095	18.39999962	6.599999905	-5	-4.5	4.599999905	-5.5	-16	0.0772	0.0323281	0	0	1	NA	1	1	1	1	1	1	NA	1	1	1	0	0	NA	1	1	0	1	0	1	1	0	1	0	0	2	0	0
CAL_105502_P002_WE12	 3.1.14	3.Bell	Valley	Low	-116.024544	51.305969	158	182	118	187	5.699999809	17.60000038	6	-6	-5.099999905	4.199999809	-5.900000095	-17.10000038	0.548	0.00312408	NA	NA	NA	0	2	0	0	1	0	0	1	0	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	2	0	0
CAL_105502_P002_WF01	 2.2.14	5.Cascade	Valley	Low	-115.504167	51.248633	108	163	111	102	7	17.79999924	6.099999905	-5.199999809	-4.699999809	4.5	-5.800000191	-16.29999924	0.111	-0.0877578	1	2	0	2	0	0	0	2	2	2	1	0	1	NA	NA	1	0	1	2	0	0	0	1	0	1	2	1	1	0	1	1
CAL_105502_P002_WF02	 7.3.14	7.Yates	Valley	Low	-115.053825	51.038728	118	213	177	93	9.100000381	19.5	7.800000191	-3.599999905	-3.400000095	5.599999905	-4.800000191	-15.10000038	0.0617	-0.0789584	0	2	0	2	0	1	1	2	2	1	1	0	0	1	1	1	0	NA	1	0	0	0	1	0	NA	NA	NA	NA	0	0	2
CAL_105502_P002_WF03	 6.1.10	8.Old Baldy	N	High	-115.131753	50.892411	107	187	161	113	7.699999809	18.10000038	6.099999905	-5	-4.400000095	4.900000095	-5.800000191	-15.89999962	0.322	0.0534291	0	0	0	0	2	0	0	2	2	NA	2	1	0	2	0	0	1	0	0	0	1	1	0	0	1	1	1	NA	1	1	0
CAL_105502_P002_WF04	 7.2.2	7.Yates	N	High	-115.053825	51.038728	118	213	177	93	9.100000381	19.5	7.800000191	-3.599999905	-3.400000095	5.599999905	-4.800000191	-15.10000038	0.0617	0.0343794	0	0	0	2	0	0	0	1	0	1	NA	0	NA	1	0	0	0	1	1	2	2	0	0	0	1	1	1	0	2	0	0
CAL_105502_P002_WF05	 6.1.6	8.Old Baldy	N	High	-115.131753	50.892411	107	187	161	113	7.699999809	18.10000038	6.099999905	-5	-4.400000095	4.900000095	-5.800000191	-15.89999962	0.322	0.0477058	0	0	2	0	2	0	0	0	0	2	NA	0	1	1	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	2	0
CAL_105502_P002_WF06	 7.3.10	7.Yates	Valley	Low	-115.053825	51.038728	118	213	177	93	9.100000381	19.5	7.800000191	-3.599999905	-3.400000095	5.599999905	-4.800000191	-15.10000038	0.0617	-0.0816823	0	0	0	0	0	2	1	1	2	NA	0	NA	NA	1	0	0	1	NA	1	0	1	0	0	0	1	1	1	0	NA	0	1
CAL_105502_P002_WF07	 6.1.14	8.Old Baldy	N	High	-115.131753	50.892411	107	187	161	113	7.699999809	18.10000038	6.099999905	-5	-4.400000095	4.900000095	-5.800000191	-15.89999962	0.322	0.0295592	0	0	2	0	2	0	0	0	0	1	0	0	2	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	1	1	0
CAL_105502_P002_WF08	 2.2.6	5.Cascade	Valley	Low	-115.504167	51.248633	108	163	111	102	7	17.79999924	6.099999905	-5.199999809	-4.699999809	4.5	-5.800000191	-16.29999924	0.111	-0.0607705	0	0	2	0	2	0	0	0	0	2	1	0	1	NA	1	NA	0	0	0	0	0	0	2	0	0	0	0	NA	0	0	2
CAL_105502_P002_WF09	 7.1.10	7.Yates	S	High	-115.053825	51.038728	118	213	177	93	9.100000381	19.5	7.800000191	-3.599999905	-3.400000095	5.599999905	-4.800000191	-15.10000038	0.0617	-0.0421617	0	0	2	0	2	0	0	1	2	NA	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	2
CAL_105502_P002_WF10	 8.3.2	1.Emerald	Valley	Low	-116.540603	51.435322	204	247	137	262	5.099999905	16.89999962	5.5	-6.199999809	-4.800000191	4.300000191	-5.699999809	-15.80000019	0.82	0.0154112	0	0	0	0	2	0	0	2	2	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1
CAL_105502_P002_WF11	 6.2.10	8.Old Baldy	S	High	-115.131753	50.892411	107	187	161	113	7.699999809	18.10000038	6.099999905	-5	-4.400000095	4.900000095	-5.800000191	-15.89999962	0.322	0.029489	NA	NA	NA	2	0	0	0	NA	NA	NA	2	1	0	1	1	1	1	0	1	0	1	0	1	0	1	1	1	NA	1	0	1
CAL_105502_P002_WF12	 2.2.10	5.Cascade	Valley	Low	-115.504167	51.248633	108	163	111	102	7	17.79999924	6.099999905	-5.199999809	-4.699999809	4.5	-5.800000191	-16.29999924	0.111	-0.075782	0	0	0	0	1	1	0	0	NA	NA	0	0	NA	0	1	1	0	0	2	0	0	0	1	0	0	0	0	0	0	2	0
CAL_105502_P002_WG01	 8.2.10	1.Emerald	N	High	-116.540603	51.435322	204	247	137	262	5.099999905	16.89999962	5.5	-6.199999809	-4.800000191	4.300000191	-5.699999809	-15.80000019	0.82	0.0493649	NA	NA	0	2	0	0	0	NA	NA	0	0	0	2	1	0	0	0	0	0	1	1	0	0	0	2	2	2	0	1	1	0
CAL_105502_P002_WG02	 8.1.2	1.Emerald	S	High	-116.540603	51.435322	204	247	137	262	5.099999905	16.89999962	5.5	-6.199999809	-4.800000191	4.300000191	-5.699999809	-15.80000019	0.82	0.0238371	0	0	1	0	2	0	0	0	0	1	2	0	1	1	0	0	NA	1	NA	1	1	0	0	0	0	0	0	1	1	0	1
CAL_105502_P002_WG03	 3.3.14	3.Bell	S	High	-116.024544	51.305969	158	182	118	187	5.699999809	17.60000038	6	-6	-5.099999905	4.199999809	-5.900000095	-17.10000038	0.548	0.0195066	NA	NA	NA	2	0	1	1	2	2	0	2	0	1	1	1	1	0	0	1	0	0	0	0	0	0	2	0	NA	0	0	2
CAL_105502_P002_WG04	 8.1.6	1.Emerald	S	High	-116.540603	51.435322	204	247	137	262	5.099999905	16.89999962	5.5	-6.199999809	-4.800000191	4.300000191	-5.699999809	-15.80000019	0.82	0.0455498	0	0	0	0	2	0	0	NA	0	NA	1	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0
CAL_105502_P002_WG05	 1.2.2	4.Norquay	S	High	-115.586944	51.190178	81	127	89	70	7.400000095	18.39999962	6.599999905	-5	-4.5	4.599999905	-5.5	-16	0.0772	0.0277469	0	1	1	1	1	NA	NA	0	0	2	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
CAL_105502_P002_WG06	 3.3.6	3.Bell	S	High	-116.024544	51.305969	158	182	118	187	5.699999809	17.60000038	6	-6	-5.099999905	4.199999809	-5.900000095	-17.10000038	0.548	-0.0553164	2	2	0	2	0	2	2	2	2	2	0	0	2	1	0	0	0	0	0	1	1	0	0	0	1	1	1	2	0	0	2
CAL_105502_P002_WG07	 1.3.14	4.Norquay	Valley	Low	-115.586944	51.190178	81	127	89	70	7.400000095	18.39999962	6.599999905	-5	-4.5	4.599999905	-5.5	-16	0.0772	-0.0905836	NA	NA	NA	NA	NA	1	1	1	1	NA	0	0	2	0	1	1	0	0	2	0	0	0	2	0	0	0	0	1	1	0	1
CAL_105502_P002_WG08	 3.2.14	3.Bell	N	High	-116.024544	51.305969	158	182	118	187	5.699999809	17.60000038	6	-6	-5.099999905	4.199999809	-5.900000095	-17.10000038	0.548	0.0503284	NA	NA	NA	NA	NA	0	0	0	0	NA	1	0	NA	1	0	0	0	0	1	0	0	1	1	2	0	0	0	0	1	1	0
CAL_105502_P002_WG09	 3.3.10	3.Bell	S	High	-116.024544	51.305969	158	182	118	187	5.699999809	17.60000038	6	-6	-5.099999905	4.199999809	-5.900000095	-17.10000038	0.548	0.0262356	0	2	0	1	1	1	1	1	0	0	1	0	1	1	0	0	0	1	NA	0	0	NA	0	0	1	2	2	1	0	0	2
CAL_105502_P002_WG10	 2.1.2	5.Cascade	N	High	-115.504167	51.248633	108	163	111	102	7	17.79999924	6.099999905	-5.199999809	-4.699999809	4.5	-5.800000191	-16.29999924	0.111	0.0469419	NA	NA	NA	NA	NA	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	NA	0	0	1	0	0	2	0	0
CAL_105502_P002_WG11	 3.3.2	3.Bell	S	High	-116.024544	51.305969	158	182	118	187	5.699999809	17.60000038	6	-6	-5.099999905	4.199999809	-5.900000095	-17.10000038	0.548	-0.0136101	0	1	1	1	1	1	1	2	2	0	1	0	NA	NA	NA	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0	1
CAL_105502_P002_WG12	 6.3.14	8.Old Baldy	Valley	Low	-115.131753	50.892411	107	187	161	113	7.699999809	18.10000038	6.099999905	-5	-4.400000095	4.900000095	-5.800000191	-15.89999962	0.322	-0.0546864	0	0	1	1	1	0	0	1	1	0	1	0	1	1	1	2	0	0	2	0	0	0	2	0	0	0	0	2	0	0	2
CAL_105502_P002_WH01	 1.3.2	4.Norquay	Valley	Low	-115.586944	51.190178	81	127	89	70	7.400000095	18.39999962	6.599999905	-5	-4.5	4.599999905	-5.5	-16	0.0772	-0.0895628	2	2	NA	NA	NA	2	2	1	1	2	0	0	2	0	2	2	0	0	2	0	0	0	2	0	0	0	0	1	0	1	1
CAL_105502_P002_WH02	 9.2.2	2.Cathedral	S	High	-116.327133	51.445664	297	291	200	350	2.200000048	14.30000019	3.299999952	-7.800000191	-5.5	3.700000048	-6.699999809	-16.60000038	0.873	0.0496743	NA	NA	NA	NA	NA	0	0	NA	0	0	2	0	NA	1	0	0	0	1	1	1	1	0	NA	NA	NA	1	1	0	2	0	0
CAL_105502_P002_WH03	 3.2.6	3.Bell	N	High	-116.024544	51.305969	158	182	118	187	5.699999809	17.60000038	6	-6	-5.099999905	4.199999809	-5.900000095	-17.10000038	0.548	0.0486967	0	0	2	0	2	0	0	0	0	1	1	1	1	1	0	0	1	1	1	NA	1	0	0	0	2	2	2	0	2	0	0
CAL_105502_P002_WH04	 4.3.14	6.Canmore	Valley	Low	-115.329208	51.050556	98	183	144	88	7.800000191	18.29999924	6.5	-4.800000191	-4.400000095	4.800000191	-5.5	-16	0.121	-0.0923198	1	1	0	1	0	2	1	0	1	NA	0	0	NA	NA	1	1	0	NA	NA	0	0	0	NA	0	0	0	0	NA	NA	0	NA
CAL_105502_P002_WH05	 8.2.14	1.Emerald	N	High	-116.540603	51.435322	204	247	137	262	5.099999905	16.89999962	5.5	-6.199999809	-4.800000191	4.300000191	-5.699999809	-15.80000019	0.82	0.0468118	0	0	1	0	0	1	0	1	1	0	2	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0
CAL_105502_P002_WH06	 6.3.6	8.Old Baldy	Valley	Low	-115.131753	50.892411	107	187	161	113	7.699999809	18.10000038	6.099999905	-5	-4.400000095	4.900000095	-5.800000191	-15.89999962	0.322	-0.0554448	1	2	0	2	0	2	2	2	2	0	NA	0	NA	1	1	1	0	0	1	0	0	0	NA	0	0	1	0	2	0	0	2
CAL_105502_P002_WH07	 4.1.2	6.Canmore	N	High	-115.329208	51.050556	98	183	144	88	7.800000191	18.29999924	6.5	-4.800000191	-4.400000095	4.800000191	-5.5	-16	0.121	-0.0110229	0	2	0	2	0	1	1	1	1	NA	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	2	0	1	1
CAL_105502_P002_WH08	 3.2.2	3.Bell	N	High	-116.024544	51.305969	158	182	118	187	5.699999809	17.60000038	6	-6	-5.099999905	4.199999809	-5.900000095	-17.10000038	0.548	0.0514833	0	0	2	0	2	0	0	0	0	1	1	0	1	1	0	0	0	1	1	1	1	NA	NA	NA	NA	NA	NA	0	1	1	0
CAL_105502_P002_WH09	 6.3.10	8.Old Baldy	Valley	Low	-115.131753	50.892411	107	187	161	113	7.699999809	18.10000038	6.099999905	-5	-4.400000095	4.900000095	-5.800000191	-15.89999962	0.322	-0.0587832	NA	NA	0	2	0	2	1	2	2	1	1	0	NA	1	0	0	0	0	0	0	0	1	0	0	NA	NA	NA	0	1	0	1
CAL_105502_P002_WH10	 6.1.2	8.Old Baldy	N	High	-115.131753	50.892411	107	187	161	113	7.699999809	18.10000038	6.099999905	-5	-4.400000095	4.900000095	-5.800000191	-15.89999962	0.322	0.0478867	0	0	0	2	0	0	0	2	2	0	0	0	2	0	0	0	0	0	1	1	1	0	1	1	1	1	1	0	NA	0	0
CAL_105502_P002_WH12	 4.1.6	6.Canmore	N	High	-115.329208	51.050556	98	183	144	88	7.800000191	18.29999924	6.5	-4.800000191	-4.400000095	4.800000191	-5.5	-16	0.121	0.0483636	1	1	0	2	0	2	1	2	2	0	1	0	1	1	0	0	0	NA	1	0	0	1	0	0	0	0	0	2	0	0	2
CAL_105502_P003_WA01	 8.1.3	1.Emerald	S	High	-116.540603	51.435322	204	247	137	262	5.099999905	16.89999962	5.5	-6.199999809	-4.800000191	4.300000191	-5.699999809	-15.80000019	0.82	0.0479196	NA	NA	0	1	1	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	2	NA	NA	NA	NA	NA	NA	0	2	0
CAL_105502_P003_WA02	 9.3.7	2.Cathedral	N	High	-116.327133	51.445664	297	291	200	350	2.200000048	14.30000019	3.299999952	-7.800000191	-5.5	3.700000048	-6.699999809	-16.60000038	0.873	0.0390481	0	0	2	0	2	0	0	0	0	2	0	0	1	NA	0	0	0	1	2	0	0	0	0	0	0	0	0	0	2	0	0
CAL_105502_P003_WA03	 7.2.5	7.Yates	N	High	-115.053825	51.038728	118	213	177	93	9.100000381	19.5	7.800000191	-3.599999905	-3.400000095	5.599999905	-4.800000191	-15.10000038	0.0617	-0.026729	1	1	1	NA	NA	NA	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0	1	0	0	0	0	2	0	0	2
CAL_105502_P003_WA04	 1.3.7	4.Norquay	Valley	Low	-115.586944	51.190178	81	127	89	70	7.400000095	18.39999962	6.599999905	-5	-4.5	4.599999905	-5.5	-16	0.0772	-0.0871382	NA	NA	NA	2	0	NA	1	2	2	2	1	0	1	1	1	1	0	0	1	0	0	0	1	0	0	0	0	2	0	0	2
CAL_105502_P003_WA05	 7.3.15	7.Yates	Valley	Low	-115.053825	51.038728	118	213	177	93	9.100000381	19.5	7.800000191	-3.599999905	-3.400000095	5.599999905	-4.800000191	-15.10000038	0.0617	-0.0807002	NA	NA	NA	0	2	0	0	2	2	NA	NA	0	2	1	0	0	0	0	1	1	1	0	0	0	1	0	0	NA	2	0	0
CAL_105502_P003_WA06	 3.2.15	3.Bell	N	High	-116.024544	51.305969	158	182	118	187	5.699999809	17.60000038	6	-6	-5.099999905	4.199999809	-5.900000095	-17.10000038	0.548	0.0551891	0	0	0	1	1	1	0	0	NA	0	1	0	NA	1	0	0	0	0	NA	NA	1	1	0	0	0	0	0	NA	0	1	0
CAL_105502_P003_WA07	 8.2.15	1.Emerald	N	High	-116.540603	51.435322	204	247	137	262	5.099999905	16.89999962	5.5	-6.199999809	-4.800000191	4.300000191	-5.699999809	-15.80000019	0.82	0.0502327	NA	NA	NA	0	2	0	0	2	NA	NA	2	0	0	2	0	0	0	0	0	1	1	1	0	0	2	2	2	0	1	1	0
CAL_105502_P003_WA08	 8.1.7	1.Emerald	S	High	-116.540603	51.435322	204	247	137	262	5.099999905	16.89999962	5.5	-6.199999809	-4.800000191	4.300000191	-5.699999809	-15.80000019	0.82	0.0518063	NA	NA	NA	NA	NA	0	0	0	0	0	1	0	0	NA	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0
CAL_105502_P003_WA09	 3.2.11	3.Bell	N	High	-116.024544	51.305969	158	182	118	187	5.699999809	17.60000038	6	-6	-5.099999905	4.199999809	-5.900000095	-17.10000038	0.548	0.0533764	0	0	2	0	2	0	0	0	0	0	1	1	NA	1	0	0	1	1	1	0	1	NA	0	0	0	0	0	NA	1	0	0
CAL_105502_P003_WA10	 9.2.3	2.Cathedral	S	High	-116.327133	51.445664	297	291	200	350	2.200000048	14.30000019	3.299999952	-7.800000191	-5.5	3.700000048	-6.699999809	-16.60000038	0.873	0.0427482	NA	NA	NA	0	2	0	0	2	2	0	NA	1	NA	1	0	0	1	1	1	NA	1	0	0	0	1	1	1	0	2	0	0
CAL_105502_P003_WA11	 8.3.11	1.Emerald	Valley	Low	-116.540603	51.435322	204	247	137	262	5.099999905	16.89999962	5.5	-6.199999809	-4.800000191	4.300000191	-5.699999809	-15.80000019	0.82	0.0307023	0	0	1	1	1	1	0	0	0	NA	NA	0	NA	0	0	0	0	0	1	0	0	1	1	2	0	0	0	0	1	1	0
CAL_105502_P003_WA12	 7.3.3	7.Yates	Valley	Low	-115.053825	51.038728	118	213	177	93	9.100000381	19.5	7.800000191	-3.599999905	-3.400000095	5.599999905	-4.800000191	-15.10000038	0.0617	-0.0790809	0	0	2	0	2	1	1	1	1	2	NA	0	2	0	0	1	0	0	1	0	0	0	1	0	0	0	0	2	0	0	2
CAL_105502_P003_WB01	 9.2.7	2.Cathedral	S	High	-116.327133	51.445664	297	291	200	350	2.200000048	14.30000019	3.299999952	-7.800000191	-5.5	3.700000048	-6.699999809	-16.60000038	0.873	0.0344352	0	0	2	0	2	0	0	NA	NA	1	1	0	1	1	0	0	0	1	1	1	1	0	0	0	1	1	2	0	1	0	1
CAL_105502_P003_WB02	 6.2.11	8.Old Baldy	S	High	-115.131753	50.892411	107	187	161	113	7.699999809	18.10000038	6.099999905	-5	-4.400000095	4.900000095	-5.800000191	-15.89999962	0.322	0.0424878	NA	NA	NA	NA	NA	1	0	0	0	NA	0	0	1	1	0	0	0	0	1	0	0	0	NA	0	0	0	0	2	1	0	1
CAL_105502_P003_WB03	 3.3.7	3.Bell	S	High	-116.024544	51.305969	158	182	118	187	5.699999809	17.60000038	6	-6	-5.099999905	4.199999809	-5.900000095	-17.10000038	0.548	0.0213946	NA	NA	NA	NA	0	1	1	2	NA	1	0	0	2	0	NA	1	0	NA	1	1	1	0	1	0	1	0	0	0	2	0	1
CAL_105502_P003_WB04	 7.2.9	7.Yates	N	High	-115.053825	51.038728	118	213	177	93	9.100000381	19.5	7.800000191	-3.599999905	-3.400000095	5.599999905	-4.800000191	-15.10000038	0.0617	-0.00605111	0	1	1	2	0	1	1	0	0	1	0	0	NA	0	0	0	0	1	1	1	1	0	0	0	1	1	1	2	0	1	1
CAL_105502_P003_WB05	 9.2.11	2.Cathedral	S	High	-116.327133	51.445664	297	291	200	350	2.200000048	14.30000019	3.299999952	-7.800000191	-5.5	3.700000048	-6.699999809	-16.60000038	0.873	0.056143	0	0	2	0	2	0	0	0	1	NA	1	0	1	NA	0	0	0	1	2	NA	0	0	0	0	2	2	2	0	2	0	0
CAL_105502_P003_WB06	 8.3.15	1.Emerald	Valley	Low	-116.540603	51.435322	204	247	137	262	5.099999905	16.89999962	5.5	-6.199999809	-4.800000191	4.300000191	-5.699999809	-15.80000019	0.82	0.0277351	NA	NA	NA	NA	2	1	0	1	0	0	NA	0	0	NA	0	0	1	0	1	0	1	0	0	0	2	2	2	NA	2	0	0
CAL_105502_P003_WB07	 6.2.7	8.Old Baldy	S	High	-115.131753	50.892411	107	187	161	113	7.699999809	18.10000038	6.099999905	-5	-4.400000095	4.900000095	-5.800000191	-15.89999962	0.322	-0.0387027	2	2	0	1	1	1	1	2	2	NA	0	0	2	0	1	1	0	1	2	0	0	0	NA	0	0	0	0	2	0	0	2
CAL_105502_P003_WB08	 9.2.15	2.Cathedral	S	High	-116.327133	51.445664	297	291	200	350	2.200000048	14.30000019	3.299999952	-7.800000191	-5.5	3.700000048	-6.699999809	-16.60000038	0.873	0.0539631	0	0	2	0	2	0	0	0	NA	1	1	0	1	1	0	0	1	1	1	1	1	0	0	0	2	2	2	0	2	0	0
CAL_105502_P003_WB09	 9.1.3	2.Cathedral	Valley	Low	-116.327133	51.445664	297	291	200	350	2.200000048	14.30000019	3.299999952	-7.800000191	-5.5	3.700000048	-6.699999809	-16.60000038	0.873	0.0279701	NA	NA	0	2	0	1	0	2	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	NA	0	0	1	1	0	NA
CAL_105502_P003_WB10	 6.2.3	8.Old Baldy	S	High	-115.131753	50.892411	107	187	161	113	7.699999809	18.10000038	6.099999905	-5	-4.400000095	4.900000095	-5.800000191	-15.89999962	0.322	-0.0109155	0	NA	0	0	1	1	0	0	0	NA	1	0	1	1	0	0	0	0	NA	0	0	0	0	0	1	0	0	1	2	0	1
CAL_105502_P003_WB11	 7.2.11	7.Yates	N	High	-115.053825	51.038728	118	213	177	93	9.100000381	19.5	7.800000191	-3.599999905	-3.400000095	5.599999905	-4.800000191	-15.10000038	0.0617	0.0170118	NA	NA	NA	NA	2	0	0	2	2	0	NA	0	1	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	1
CAL_105502_P003_WB12	 6.2.15	8.Old Baldy	S	High	-115.131753	50.892411	107	187	161	113	7.699999809	18.10000038	6.099999905	-5	-4.400000095	4.900000095	-5.800000191	-15.89999962	0.322	0.0509813	0	0	2	0	2	0	0	0	0	0	1	0	1	1	0	0	0	1	1	1	1	0	0	0	1	1	NA	0	2	0	0
CAL_105502_P003_WC01	 9.3.15	2.Cathedral	N	High	-116.327133	51.445664	297	291	200	350	2.200000048	14.30000019	3.299999952	-7.800000191	-5.5	3.700000048	-6.699999809	-16.60000038	0.873	0.0492762	0	0	0	2	0	0	0	2	2	0	1	0	1	1	0	0	0	1	NA	NA	NA	0	1	1	0	0	0	0	2	0	0
CAL_105502_P003_WC02	 8.1.11	1.Emerald	S	High	-116.540603	51.435322	204	247	137	262	5.099999905	16.89999962	5.5	-6.199999809	-4.800000191	4.300000191	-5.699999809	-15.80000019	0.82	0.050686	NA	NA	2	0	2	0	0	NA	NA	1	1	1	1	1	0	0	1	1	1	NA	1	0	0	0	1	1	1	0	2	0	0
CAL_105502_P003_WC03	 1.1.3	4.Norquay	N	High	-115.586944	51.190178	81	127	89	70	7.400000095	18.39999962	6.599999905	-5	-4.5	4.599999905	-5.5	-16	0.0772	0.0501847	0	0	2	0	2	1	0	1	0	1	1	0	1	1	0	0	0	1	2	0	0	0	0	0	1	1	0	0	2	0	0
CAL_105502_P003_WC04	 8.3.7	1.Emerald	Valley	Low	-116.540603	51.435322	204	247	137	262	5.099999905	16.89999962	5.5	-6.199999809	-4.800000191	4.300000191	-5.699999809	-15.80000019	0.82	0.0126456	0	0	0	NA	0	1	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	2	0	0	NA	NA	NA	0	NA	0	0
CAL_105502_P003_WC05	 8.1.15	1.Emerald	S	High	-116.540603	51.435322	204	247	137	262	5.099999905	16.89999962	5.5	-6.199999809	-4.800000191	4.300000191	-5.699999809	-15.80000019	0.82	0.0493354	0	0	1	0	2	0	0	1	1	1	1	0	NA	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	NA	0	0
CAL_105502_P003_WC06	 2.1.11	5.Cascade	N	High	-115.504167	51.248633	108	163	111	102	7	17.79999924	6.099999905	-5.199999809	-4.699999809	4.5	-5.800000191	-16.29999924	0.111	0.0494232	0	0	0	2	0	1	1	1	1	1	0	0	2	0	0	0	0	1	2	0	0	0	1	1	0	0	0	0	1	1	0
CAL_105502_P003_WC07	 7.3.7	7.Yates	Valley	Low	-115.053825	51.038728	118	213	177	93	9.100000381	19.5	7.800000191	-3.599999905	-3.400000095	5.599999905	-4.800000191	-15.10000038	0.0617	-0.0907798	1	1	0	2	0	1	1	2	2	1	1	0	NA	1	0	0	0	0	1	1	1	0	0	0	0	0	0	2	0	0	2
CAL_105502_P003_WC08	 1.1.15	4.Norquay	N	High	-115.586944	51.190178	81	127	89	70	7.400000095	18.39999962	6.599999905	-5	-4.5	4.599999905	-5.5	-16	0.0772	0.0521106	0	0	1	1	1	0	0	1	NA	0	2	1	0	NA	0	0	1	1	1	0	1	0	0	0	NA	1	1	0	2	0	0
CAL_105502_P003_WC09	 3.3.3	3.Bell	S	High	-116.024544	51.305969	158	182	118	187	5.699999809	17.60000038	6	-6	-5.099999905	4.199999809	-5.900000095	-17.10000038	0.548	0.0384099	1	1	2	0	2	1	1	1	1	0	1	0	1	1	0	0	0	1	1	1	1	0	0	0	1	1	1	1	1	0	1
CAL_105502_P003_WC10	 8.2.3	1.Emerald	N	High	-116.540603	51.435322	204	247	137	262	5.099999905	16.89999962	5.5	-6.199999809	-4.800000191	4.300000191	-5.699999809	-15.80000019	0.82	0.017059	0	0	2	0	2	0	0	0	0	1	1	0	1	1	0	0	0	0	1	0	0	1	1	2	0	0	0	NA	2	0	0
